mm_gene	hg_gene	MEL	CH12	K562	GM12878	q_M	q_C	q_K	q_G
Il20rb	IL20RB	8.4873612901513	16.0649157419299	30.5018224138767	2.06491703967847	3	4	4	3
Il21	IL21	0.0186628071641128	0	0	0	1	0	0	0
Il21r	IL21R	0.805728773435906	227.915150267332	1.04169211498991	26.9281003756756	3	5	3	4
NULL	IL21R-AS1	0	0	0	0.113474561310046	0	0	0	1
NULL	IL22	0	0	0	0	0	0	0	0
Il22ra1	IL22RA1	0.052130565568707	0	0	0.0410365252358004	1	0	0	1
Il22ra2	IL22RA2	0.0326563719831903	0.0447247605209915	0	0.0880238336365875	1	1	0	1
Il23a	IL23A	3.68096047657864	4.86090181004949	9.19440760112113	4.62940340204698	3	3	4	3
Il23r	IL23R	0	0	0.377359895087926	0.0604418681373074	0	0	2	1
Il24	IL24	0	0	0.0504046496596147	0.399888016682062	0	0	1	2
Il25	IL25	0	0	0	0	0	0	0	0
NULL	IL26	0	0	0	0.0682244869280001	0	0	0	1
Il27	IL27	0.0743832285700397	0.241361402042637	0	0	1	2	0	0
Il27ra	IL27RA	54.9159615710628	9.62569867572366	20.23464233268	32.7643782373289	5	4	4	4
Il2ra	IL2RA	0.340441607435797	13.5746263609129	0	7.47350375877934	2	4	0	4
Il2rb	IL2RB	0	170.369978404742	1.04167672591487	14.9896850937431	0	5	3	4
Il2rg	IL2RG	23.2187482656266	627.766060133044	125.82609850826	955.724638704928	4	5	5	5
NULL	IL3	0	0	0.427566551456187	0	0	0	2	0
Il31	IL31	0.0548242874431732	0	0	0	1	0	0	0
Il31ra	IL31RA	0.825358987114399	0.0458295721120227	0	0.798009239868831	3	1	0	3
NULL	IL32	0	0	0.398918173379682	7.887218039759	0	0	2	4
Il33	IL33	0.074297028502755	0.0696106613770968	0	0	1	1	0	0
Il34	IL34	0.064098750870357	0.0333492183610376	0	0	1	1	0	0
NULL	IL36A	0	0	0	0.285804553430311	0	0	0	2
NULL	IL36B	0	0	0	0	0	0	0	0
NULL	IL36G	0	0	0.0519081151779894	0	0	0	1	0
NULL	IL36RN	0	0	0	0	0	0	0	0
NULL	IL37	0	0	0.101388438051727	0.118985071567801	0	0	1	1
NULL	IL3RA	0	0	0.0283220465987925	2.09222377503358	0	0	1	3
Il4	IL4	0.31204180218119	4.35722591523877	0.956717426473146	1.51307188137094	2	3	3	3
Il4i1	IL4I1	2.19825980942075	14.7514431270113	0.485153939152254	19.1064479046882	3	4	2	4
Il4ra	IL4R	22.3621300838327	93.8858677221193	10.7337133064018	39.7438205600231	4	5	4	4
Il5	IL5	0.0252458871077809	0.0893963368033877	0.168196859678554	0	1	1	2	0
Il5ra	IL5RA	0.120632939832071	8.54629108685702	1.22649042494333	0.683458265700081	2	3	3	3
Il6	IL6	0.252134827612527	0.55175981618865	1.15003661234116	0.123371238786997	2	2	3	1
Il6ra	IL6R	4.32047366671832	5.30254711176622	1.09188431413201	7.96740415470748	3	3	3	4
Il6st	IL6ST	16.6162670531532	21.7256560874437	7.13689147378681	10.1926457833798	4	4	4	4
Il7	IL7	0.252264591445142	0	0.0360264126051445	0.736489570906532	2	0	1	3
Il7r	IL7R	0.0968067119634809	0.512137022071549	0.0712908631268205	0.408480144236333	2	2	1	2
Cxcl15	IL8	0.196301775167562	0.305596698333948	1.031007413247	0.119749892126819	2	2	3	1
Il9	IL9	0	0	0	0	0	0	0	0
Il9r	IL9R	10.7618063656287	10.4014111470022	20.0896772891808	15.180134111419	4	4	4	4
Ildr1	ILDR1	0	2.67089566840717	0	3.01474630794202	0	3	0	3
Ildr2	ILDR2	0.0688667623585485	0.112266032820135	0.0247128637493176	0.405989265025088	1	1	1	2
Ilf2	ILF2	517.472038183748	416.645697876214	407.215552835226	292.327812742371	5	5	5	5
Ilf3	ILF3	553.160086983942	228.349128992891	485.109986955606	407.572794692449	5	5	5	5
NULL	ILF3-AS1	0	0	0.696225882137156	0.411576933578174	0	0	3	2
Ilk	ILK	126.885078681788	101.47134312476	121.474870678014	141.050311124243	5	5	5	5
Ilkap	ILKAP	61.6409602158423	49.5001925592685	140.749366752592	115.998399783674	5	4	5	5
Ilvbl	ILVBL	27.6808868551757	24.1451982164891	20.8441448707749	41.4460823268892	4	4	4	4
Immp1l	IMMP1L	34.599819277667	23.750052342683	64.3392775303784	25.8198650456593	4	4	5	4
Immp2l	IMMP2L	10.419433807457	11.8489203414629	12.6918653655835	6.22809243488326	4	4	4	3
Immt	IMMT	322.100010761479	251.428821853562	573.991379742345	396.243869851753	5	5	5	5
Imp3	IMP3	256.231972308773	256.736652821191	119.421036213244	101.363631049139	5	5	5	5
Imp4	IMP4	170.35554142787	171.763983008857	425.645734987735	502.866525110775	5	5	5	5
Impa1	IMPA1	28.0118712591284	40.0167642688614	28.3827907665622	27.9752638207545	4	4	4	4
Impa2	IMPA2	30.3251951934803	27.4395916382233	21.7616294321128	37.7637139597232	4	4	4	4
Impact	IMPACT	17.5346632704237	15.4075658475286	20.1448509935016	8.02097355638647	4	4	4	4
Impad1	IMPAD1	19.8887625779855	19.6432036499415	15.1486602289225	12.818800054996	4	4	4	4
Impdh1	IMPDH1	58.1972056846156	39.9654375379619	73.8302344618521	43.4665590726433	5	4	5	4
Impdh2	IMPDH2	724.094905207828	733.512880373677	831.63396718687	732.226962340411	5	5	5	5
Impg1	IMPG1	0.0108766022718406	0.207285511361155	0.0875693910187308	0	1	2	1	0
Impg2	IMPG2	0.0698781306964658	0.201427490816789	0.178794046082655	0.0669871777904477	1	2	2	1
Ina	INA	0	0	0	0.12510899371095	0	0	0	1
Inadl	INADL	0.217311880670673	4.72817869005548	0.081619142243727	5.85737860754051	2	3	1	3
Inca1	INCA1	4.77885291267013	7.23869781776487	4.40595173332287	6.08218031343146	3	3	3	3
Incenp	INCENP	127.800833228392	139.447318414138	101.321172079005	113.868944818867	5	5	5	5
NULL	INE1	0	0	0.259320109967176	0.594946923157187	0	0	2	2
NULL	INE2	0	0	0	0	0	0	0	0
Inf2	INF2	51.2276944984586	73.8250930821356	163.954784099134	248.329078925401	4	5	5	5
NULL	ING1	0	0	0.515616610796221	0.940621477987278	0	0	2	3
Ing2	ING2	35.6275587234378	15.709529429859	70.5656902958135	81.0582268108579	4	4	5	5
Ing3	ING3	19.7277668166553	19.172475985046	60.8807353517688	40.7689340052181	4	4	5	4
Ing4	ING4	30.0904284129867	20.337630184751	39.4851463072423	61.0387307336997	4	4	4	5
Ing5	ING5	39.7267512063098	25.6946357201941	27.3080242710056	35.3446855040417	4	4	4	4
NULL	INGX	0	0	0	0.0769542020539784	0	0	0	1
Inha	INHA	0	0	0.236788112658664	0	0	0	2	0
Inhba	INHBA	0	0.200728459931034	0.058478903128942	0.125794221291678	0	2	1	1
NULL	INHBA-AS1	0	0	0	0	0	0	0	0
Inhbb	INHBB	0	0	0	0	0	0	0	0
Inhbc	INHBC	0.113620832158038	0.609677031402272	0.387298926170563	0.219022133517607	2	2	2	2
Inhbe	INHBE	0.410474909027467	9.08247486966054	7.49215340376039	0.46732720640292	2	3	4	2
NULL	INIP	0	0	0.645637795876565	0.619811790807715	0	0	2	3
NULL	INMT	0	0	0	0.0704287115757016	0	0	0	1
NULL	INMT-FAM188B	0	0	0	0	0	0	0	0
Ino80	INO80	40.6812940478993	31.7961968980374	41.6462283594423	39.8837675010211	4	4	4	4
Ino80b	INO80B	13.3541082138726	13.8101537102478	9.70576628805638	14.8751967616225	4	4	4	4
NULL	INO80B-WBP1	0	0	0	0	0	0	0	0
Ino80c	INO80C	35.4056001053077	21.3159039111588	41.4105043259288	26.4973506973982	4	4	4	4
Ino80d	INO80D	15.4743736189975	11.107611003082	2.27046236393583	5.73520751631286	4	4	3	3
Ino80e	INO80E	190.334713417337	240.564135576663	209.549403421523	224.39799219748	5	5	5	5
NULL	INPP1	0	0	0.415107007793781	0.556979516965493	0	0	2	2
Inpp4a	INPP4A	24.2142774613795	20.4264572982096	9.45062982175816	18.808620657429	4	4	4	4
Inpp4b	INPP4B	2.41665537126591	0.756070821062878	0.349774158010425	3.63935085900268	3	2	2	3
Inpp5a	INPP5A	15.4617502190213	8.03235769462546	36.3624268092348	18.7343863986922	4	3	4	4
Inpp5b	INPP5B	3.346987719374	5.54619535270492	3.74021440524792	5.81969363745119	3	3	3	3
Inpp5d	INPP5D	8.15142611823607	12.7727391310945	4.2061745926323	32.5233536026595	3	4	3	4
Inpp5e	INPP5E	23.4621385007473	20.0590914137798	28.1215666505195	32.1668192511062	4	4	4	4
Inpp5f	INPP5F	18.4742336291535	8.52743573552216	56.7126252124724	112.382889831962	4	3	5	5
Inpp5j	INPP5J	3.66059951675859	0.125460020294505	2.57753055885355	0.467071992265917	3	1	3	2
Inpp5k	INPP5K	44.545062712529	61.9118234385544	30.548468825213	44.6758551133912	4	5	4	4
Inppl1	INPPL1	88.8098664869916	125.055265764556	57.0093034924031	69.428837428306	5	5	5	5
NULL	INS	0	0	0	0	0	0	0	0
NULL	INS-IGF2	0	0	0	0	0	0	0	0
Insc	INSC	0	0	0	0	0	0	0	0
Insig1	INSIG1	126.965564472924	156.704345061552	166.078630968791	114.118985865021	5	5	5	5
Insig2	INSIG2	21.5977428424643	21.029645073129	12.6500546411252	40.319447711612	4	4	4	4
Insl3	INSL3	0.103036004008223	0.215284228479625	0	3.31139605512037	2	2	0	3
NULL	INSL4	0	0	0	0	0	0	0	0
Insl5	INSL5	0	0.126055401948392	0	0	0	1	0	0
Insl6	INSL6	1.32797400707858	0.860669581872823	0	0	3	3	0	0
Insm1	INSM1	0.0189360879008488	0.0218063214036798	0	0	1	1	0	0
Insm2	INSM2	0	0	0	0.0281158639755953	0	0	0	1
Insr	INSR	9.99650511834176	5.7267068166458	2.05145974700501	32.8484308928579	4	3	3	4
Insrr	INSRR	3.49570431296043	0.112289270763806	2.40214171434607	0.361105599744633	3	1	3	2
Ints1	INTS1	421.163044631694	405.496568340537	83.6488670615698	97.2614119500132	5	5	5	5
Ints10	INTS10	209.123362977481	187.297311073318	127.783201020681	67.7992282648965	5	5	5	5
Ints12	INTS12	20.9810282832527	30.8253764120998	49.6097364359876	52.7037795979367	4	4	5	5
Ints2	INTS2	21.3706162578765	21.6327685272861	20.6501606035262	24.5618503260997	4	4	4	4
Ints3	INTS3	133.698012981444	74.1059121869976	78.3625797732441	150.580404386025	5	5	5	5
Ints4	INTS4	223.24297837385	217.674259752183	67.0767540065911	57.522916105254	5	5	5	5
NULL	INTS4L2	0	0	0.0607424461564996	0.072551879581411	0	0	1	1
Ints5	INTS5	29.0623862441663	27.9118447690735	30.2426442503724	33.8641616862453	4	4	4	4
Ints6	INTS6	27.8416703075626	24.0784648344457	16.9806639179945	25.3268686955617	4	4	4	4
Ints7	INTS7	81.5138062709698	72.4143829367888	73.5332044427298	47.2478988566708	5	5	5	4
Ints8	INTS8	50.0542063986282	36.5794970921764	73.0173936993496	45.7666156139506	4	4	5	4
Ints9	INTS9	37.2690913300398	42.7974466569991	68.3310728368564	55.6348251872038	4	4	5	5
Intu	INTU	20.5391030117521	1.47092595570847	10.1247190960758	0.763999510715108	4	3	4	3
Invs	INVS	6.52590508134043	9.72575510296834	13.0834278804748	17.7802489342173	3	4	4	4
Ip6k1	IP6K1	120.601617552936	76.3417833180539	46.5542286804539	39.0493277257721	5	5	4	4
Ip6k2	IP6K2	107.37859599116	125.947994362962	58.8312892823585	86.912718960257	5	5	5	5
Ip6k3	IP6K3	0.0199026729838026	5.27212073031066	0	0.976041979188813	1	3	0	3
Ipcef1	IPCEF1	0.183057269354866	11.4217341331718	0	3.26561769594206	2	4	0	3
Ipmk	IPMK	48.8689455563487	30.8006459894415	6.01470571555314	12.0840558769675	4	4	3	4
Ipo11	IPO11	67.7846031163906	70.053456642657	45.6442878588352	17.9420497496471	5	5	4	4
NULL	IPO11-LRRC70	0	0	0	0	0	0	0	0
Ipo13	IPO13	492.825927761247	380.871821887312	46.7382358809168	27.5071998117918	5	5	4	4
Ipo4	IPO4	10.5457568932611	19.3273705091243	32.6171201269035	29.7039388306075	4	4	4	4
Ipo5	IPO5	647.913920298241	625.103647999065	220.287783510952	256.083353761683	5	5	5	5
Ipo7	IPO7	191.133331337287	174.648351399292	149.13506969471	55.0258667250837	5	5	5	5
Ipo8	IPO8	47.3196161350417	28.6929097831486	43.3341903346555	39.6036295605531	4	4	4	4
Ipo9	IPO9	66.7969276209133	57.7369931110779	46.6045498257399	30.0809899228814	5	5	4	4
Ipp	IPP	15.5717496267249	25.527888649672	24.5990063759781	20.4968638197467	4	4	4	4
Ippk	IPPK	27.9740228418604	18.5514586514147	18.3880868993406	15.8740378459806	4	4	4	4
NULL	IPW	0	0	0.00416861972063163	0.0558637349609876	0	0	1	1
Iqca	IQCA1	0.0308880920143418	0.116446430054794	0	0.119110443823698	1	1	0	1
NULL	IQCA1L	0	0	0.124616613956706	0	0	0	1	0
Iqcb1	IQCB1	30.8344437518618	53.9741630958733	47.8691446814951	73.9567484737465	4	5	5	5
Iqcc	IQCC	15.4380077708892	19.7793555462631	27.6897817698683	15.2038377605953	4	4	4	4
Iqcd	IQCD	4.08575901069455	2.02229754325539	4.51830249263918	3.7409132379353	3	3	3	3
Iqce	IQCE	14.8172447299467	10.1708425373757	11.8897523446675	6.32488055793627	4	4	4	3
Iqcf1	IQCF1	1.48976059124859	0	0.134755982736904	0.0378303050412138	3	0	1	1
Iqcf3	IQCF2	0	0.100847533395222	0.254828412852834	0	0	1	2	0
Iqcf4	IQCF3	0	0	0.26550778912888	0.0660620506314329	0	0	2	1
NULL	IQCF4	0	0	0.184448824103269	0	0	0	2	0
Iqcf5	IQCF5	0.588192990674842	0.771207712577107	0	0	2	2	0	0
AC152452.1	IQCF6	0	0	0.72462192275749	0	0	0	3	0
Iqcg	IQCG	13.9203595570162	7.85627561873707	28.3134559251529	27.5038223650202	4	3	4	4
Iqch	IQCH	0.128619756170371	0.684147781215931	2.74274331874588	0.671306887967269	2	2	3	3
NULL	IQCH-AS1	0	0	0.0552122420569641	0.0703758818632108	0	0	1	1
Iqcj	IQCJ	0	0	0	0	0	0	0	0
NULL	IQCJ-SCHIP1	0	0	0	0	0	0	0	0
Iqck	IQCK	0.333761452465861	0.925388527078583	0.818274963784658	0.319990673063864	2	3	3	2
Iqgap1	IQGAP1	111.447813451939	177.955931429402	154.44468927437	168.109770190533	5	5	5	5
Iqgap2	IQGAP2	8.47185128468809	2.97458149838308	5.5172936175765	5.73735957417104	3	3	3	3
Iqgap3	IQGAP3	155.257409350246	99.9748230544765	44.5671893226896	22.6724227527635	5	5	4	4
Iqsec1	IQSEC1	37.4850523701301	91.2636869094044	42.2195024858697	74.6931455287273	4	5	4	5
Iqsec2	IQSEC2	1.99091458905644	4.30072070360333	25.2767979793679	0.56240398521801	3	3	4	2
Iqsec3	IQSEC3	0	0	0.064192712530388	0	0	0	1	0
Iqub	IQUB	0.114665636163999	0	0.279101018478474	0.032819891536151	2	0	2	1
Irak1	IRAK1	103.523746493592	90.6942552185918	162.993643815535	82.4683086541223	5	5	5	5
Irak1bp1	IRAK1BP1	6.89821735188329	10.3737527787826	20.0904097948687	26.1693534264327	3	4	4	4
Irak2	IRAK2	3.63963795069889	18.7802640225819	7.184317915354	10.030770214663	3	4	4	4
Irak3	IRAK3	0.48078127258705	0	0.0498040896980513	2.45461637014518	2	0	1	3
Irak4	IRAK4	55.2591199042877	70.2168832758181	14.7207284054098	17.8873312934288	5	5	4	4
Ireb2	IREB2	42.0011812447885	34.1100580376928	181.039439785222	153.686367133519	4	4	5	5
NULL	IRES_Cx43	0	0	0	0	0	0	0	0
Irf1	IRF1	6.44882678404987	38.8476658668531	5.67217487156393	18.5064578104755	3	4	3	4
Irf2	IRF2	42.3422620633706	53.4702078343854	33.3173580562564	102.260580254526	4	5	4	5
Irf2bp1	IRF2BP1	78.2013495920771	28.0517873728647	59.5306890162388	54.0870225410268	5	4	5	5
Irf2bp2	IRF2BP2	41.9986166976782	45.438423695665	40.557375898548	56.8085208389297	4	4	4	5
NULL	IRF2BPL	0	0	0.307506495065356	0.38522488824715	0	0	2	2
Irf3	IRF3	65.1653346207378	72.9691691562576	114.732234126577	160.734239300932	5	5	5	5
Irf4	IRF4	0.135804256932324	215.453710789941	0.381553756398406	73.5973510526671	2	5	2	5
Irf5	IRF5	5.7209559465382	55.3467973948304	1.5769764570357	123.956484126303	3	5	3	5
Irf6	IRF6	0.657150531090672	1.56375440121841	0.397087698170674	0.449683770357726	3	3	2	2
Irf7	IRF7	7.65749932370233	29.8724655065033	5.39766829520097	66.3995241042335	3	4	3	5
Irf8	IRF8	0	58.1082112441216	0.227234313940378	35.6977480158056	0	5	2	4
Irf9	IRF9	0.535087556937213	0.512670482083739	0	0	2	2	0	0
Irg1	IRG1	0.0148589868633442	0.0456395480601843	0	0	1	1	0	0
Irgc1	IRGC	0.0208684705031089	0.0440214735801853	0	0	1	1	0	0
NULL	IRGM	0	0	0.0466798629839513	0.132535474028476	0	0	1	1
Irgq	IRGQ	6.52812662533723	10.7065476151184	3.65100583315062	9.44444557998165	3	4	3	4
Irs1	IRS1	0.0343487540254857	0	0.015308344757441	0.0639003580617954	1	0	1	1
Irs2	IRS2	20.5834031789393	0.773895322186397	5.61694723016354	1.11925493359967	4	2	3	3
Irs4	IRS4	0	0	0	0	0	0	0	0
Irx1	IRX1	0	0	0	0	0	0	0	0
Irx2	IRX2	0	0	0.032574103773796	0	0	0	1	0
Irx3	IRX3	0	0	0	0	0	0	0	0
Irx4	IRX4	0	0	0.0308457785443339	0.0682908525594857	0	0	1	1
Irx5	IRX5	1.41618020683039	0	1.21417028160953	0.131768545031775	3	0	3	1
Irx6	IRX6	0	0	0.0926169080903541	0.0261620047004436	0	0	1	1
NULL	ISCA1	0	0	0.250976125684826	0.297514299555452	0	0	2	2
Isca2	ISCA2	55.4614009704292	45.7378197627332	36.4064549597806	49.4766037051117	5	4	4	5
Iscu	ISCU	176.541664405641	127.372104575673	157.952053630785	263.742779267224	5	5	5	5
Isg15	ISG15	73.3887261197648	117.961727056258	43.5091082530583	355.638891830322	5	5	4	5
Isg20	ISG20	116.233324818565	36.6155441174174	6.96516684242271	131.946323552478	5	4	3	5
Isg20l2	ISG20L2	72.9451843756471	64.031608599813	124.32868540608	99.8269851434188	5	5	5	5
Isl1	ISL1	0.0286637395977166	0	0	0	1	0	0	0
Isl2	ISL2	0	8.73066705645896	3.38955338356494	1.12095539157839	0	3	3	3
Islr	ISLR	0.0608510935571343	0.0808406581797431	0	0.295123044568608	1	1	0	2
Islr2	ISLR2	0.0915331876173328	0.0639584443244492	0	0.318905735826712	2	1	0	2
Ism1	ISM1	0	0.030818728716538	0	0	0	1	0	0
NULL	ISM1-AS1	0	0	0	0	0	0	0	0
Ism2	ISM2	0	0	0	0.126231151294755	0	0	0	1
Isoc1	ISOC1	62.7957128319341	52.5943678767745	122.667258087357	62.3351954945187	5	5	5	5
NULL	ISOC2	0	0	2.25232142753729	1.85704473392987	0	0	3	3
Ispd	ISPD	2.86429868467749	1.37785812558778	5.49985187388735	0.277824696871388	3	3	3	2
NULL	IST1	0	0	0.735876900824207	0.921792137564544	0	0	3	3
Isx	ISX	0	0	0.141044832452421	0.0289962113731556	0	0	2	1
Isy1	ISY1	42.4643875553838	48.1098653209578	14.6247865803649	27.5688629172975	4	4	4	4
NULL	ISY1-RAB43	0	0	0	0	0	0	0	0
Isyna1	ISYNA1	159.231081531368	197.512554426756	332.860880131655	85.953196148024	5	5	5	5
Itch	ITCH	36.1804220093281	42.7070597891802	26.7744175479001	26.5739467500553	4	4	4	4
Itfg1	ITFG1	26.2975861738763	22.7235727677885	50.475121864101	35.8998738255573	4	4	5	4
Itfg2	ITFG2	27.5737918119846	30.6325620996619	85.2395634756237	103.186184305625	4	4	5	5
Itfg3	ITFG3	0.905343098091001	49.4997649959625	7.22536797332997	6.06497850290112	3	4	4	3
Itga1	ITGA1	0	0.126127320191011	0	0.297617645782075	0	1	0	2
Itga10	ITGA10	1.31403805686872	0.73977965781232	3.04518660264541	6.3614758423626	3	2	3	3
Itga11	ITGA11	0.0083663476080109	0.070573383397071	0	0	1	1	0	0
Itga2	ITGA2	0.0254372899814945	0	0.00780760760620281	0.0204932737458755	1	0	1	1
Itga2b	ITGA2B	14.8160717277809	1.443974543642	20.8418150955109	1.37458993195382	4	3	4	3
Itga3	ITGA3	0.0652037375425732	14.0462131369794	0.424714221189186	2.2778467820609	1	4	2	3
Itga4	ITGA4	124.053781894335	92.2232248947288	4.80769412933696	251.704503202609	5	5	3	5
Itga5	ITGA5	28.9948909639213	4.71088097420284	45.7811156037361	3.96271360228295	4	3	4	3
Itga6	ITGA6	4.44095078970394	12.1877241954506	1.02991330148765	2.95660904436592	3	4	3	3
Itga7	ITGA7	0.351223441556165	1.11317232758082	2.25147917302731	5.54040658312335	2	3	3	3
Itga8	ITGA8	0	2.44731549156283	0.177830798072318	0.57761819878291	0	3	2	2
Itga9	ITGA9	0.0650239468656665	0.0277132644458157	0.728188385096633	0	1	1	3	0
Itgad	ITGAD	0.0531866070637626	0.0599226904611172	0.0637720910589756	0.0657745518219924	1	1	1	1
Itgae	ITGAE	2.02209907203792	2.86971381015682	20.1430018159971	20.9506865150674	3	3	4	4
Itgal	ITGAL	7.41471433798633	89.4181612525924	2.16801828909447	173.331979383278	3	5	3	5
Itgam	ITGAM	1.08387432104085	6.06373488005262	1.87551062507314	2.638730038876	3	3	3	3
Itgav	ITGAV	17.6239006237261	34.5042475869689	14.7144371645691	7.74196793749763	4	4	4	4
Itgax	ITGAX	0.976507444729305	14.8366585970263	0.398331830742005	3.13288866259425	3	4	2	3
Itgb1	ITGB1	133.518029487052	125.709325630377	266.315523838806	101.275020798667	5	5	5	5
Itgb1bp1	ITGB1BP1	57.6121609097677	97.8025351991574	87.9597174324464	87.4427704834795	5	5	5	5
Itgb1bp2	ITGB1BP2	3.08006037700098	4.93663545717141	4.89148769543614	4.35151509832543	3	3	3	3
NULL	ITGB2	0	0	0.155877203998599	2.09445612311192	0	0	2	3
NULL	ITGB2-AS1	0	0	0.0296526203124747	0.563629112188944	0	0	1	2
Itgb3	ITGB3	0.726099237285528	9.77480156493281	10.1548224216881	14.4655460646174	3	4	4	4
Itgb3bp	ITGB3BP	11.1191108171047	18.7518892698357	61.9424370018202	41.6111957223036	4	4	5	4
Itgb4	ITGB4	1.41376017624694	1.84660030960519	0.937309969248646	0.928197761116814	3	3	3	3
Itgb5	ITGB5	0.792846214569522	4.136122736318	5.28475388581396	0.721544695803913	3	3	3	3
Itgb6	ITGB6	0.0319025577180817	0.0197116846482129	0	0	1	1	0	0
Itgb7	ITGB7	19.5903884869486	7.71118818959844	2.30236484234853	76.261971332311	4	3	3	5
Itgb8	ITGB8	0	0	0	0.292197084688106	0	0	0	2
Itgbl1	ITGBL1	0.0965551510433208	0	0.243632702331841	0.0292942024506155	2	0	2	1
Itih1	ITIH1	0.0778054024571981	0	0	0.187569165809036	1	0	0	2
Itih2	ITIH2	0.0700509004832761	0	0.0274324811509719	0.0863788139169092	1	0	1	1
Itih3	ITIH3	0	0	0.0238532742654152	0.0707635022184403	0	0	1	1
Itih4	ITIH4	0.294763552316198	0	0.174545227333952	0.386216826534285	2	0	2	2
Itih5	ITIH5	0.090412315928233	0.941209755522292	3.75165467454663	0.197831995989466	2	3	3	2
NULL	ITIH6	0	0	0	0	0	0	0	0
Itk	ITK	0.0141035997193816	0.200650614757223	0	0.290896356028647	1	2	0	2
NULL	ITLN1	0	0	0	0	0	0	0	0
NULL	ITLN2	0	0	0	0.119087608656287	0	0	0	1
Itm2a	ITM2A	14.2738101136138	0	2.85016504225446	3.11728721208625	4	0	3	3
Itm2b	ITM2B	69.8578605588675	130.968915280112	127.865637194246	60.1485567638194	5	5	5	5
Itm2c	ITM2C	49.8657268620286	138.852663332762	60.3343813639174	136.608047059779	4	5	5	5
Itpa	ITPA	83.3120327976232	64.8051189854658	119.729382860937	147.158864833098	5	5	5	5
Itpk1	ITPK1	34.578672178827	43.2445221449323	43.414103149434	45.0121619553993	4	4	4	4
NULL	ITPK1-AS1	0	0	0	0	0	0	0	0
Itpka	ITPKA	14.9443856940325	3.92451155473944	32.0319420024791	2.18540371944952	4	3	4	3
Itpkb	ITPKB	5.0938384464525	9.05801648988017	2.61015222856234	68.2815324276379	3	3	3	5
Itpkc	ITPKC	15.0566793279209	12.5661446935742	17.3240540892659	12.308622023153	4	4	4	4
Itpr1	ITPR1	462.79978631233	978.242061719981	36.8672211576035	47.4442293387163	5	5	4	4
Itpr2	ITPR2	9.59481843647028	12.511977779869	2.60581971769833	24.9927826505714	4	4	3	4
Itpr3	ITPR3	28.4488747871206	29.4523252604626	28.3687641176894	36.7295366823571	4	4	4	4
Itprip	ITPRIP	26.6343832315692	15.254640869231	18.7372411891631	8.76216528513195	4	4	4	4
Itpripl1	ITPRIPL1	17.0188409090141	15.6675758489576	23.9532161207924	42.4375069419493	4	4	4	4
Itpripl2	ITPRIPL2	12.2281602108805	0	0.453906593071506	1.3080835906375	4	0	2	3
Itsn1	ITSN1	13.6508284611961	20.0100724034088	30.9153253578607	14.0597194972903	4	4	4	4
Itsn2	ITSN2	139.412200339558	89.9953407283854	29.816452979709	69.8371775805199	5	5	4	5
Ivd	IVD	31.6211629705225	25.8949657038615	4.61957884886687	40.5077429781356	4	4	3	4
Ivl	IVL	0.110162380447881	1.14842760449519	0	4.92721980169897	2	3	0	3
Ivns1abp	IVNS1ABP	177.39746978612	186.919636815012	170.556945758941	182.665383351878	5	5	5	5
Iws1	IWS1	42.2191515210776	41.4370628057674	175.718279282411	141.560414028072	4	4	5	5
Iyd	IYD	0	0	0.00951046518454018	0	0	0	1	0
Izumo1	IZUMO1	0.122904954104347	0.371359283580018	1.79262279385861	0	2	2	3	0
Izumo2	IZUMO2	0	0	0.157889438187351	0	0	0	2	0
Izumo3	IZUMO3	0	0	0	0	0	0	0	0
Izumo4	IZUMO4	7.83891849957266	12.5946751563491	3.09988408752553	32.7774054085089	3	4	3	4
NULL	Ig alpha 1-[alpha]2m	0	0	0.342879225001601	35.1354009256981	0	0	2	4
NULL	Ig kappa	0	0	0	0.786274741348453	0	0	0	3
NULL	JA072123	0	0	0	0	0	0	0	0
NULL	JA202257	0	0	0	0	0	0	0	0
NULL	JA202295	0	0	0	0	0	0	0	0
NULL	JA202330	0	0	0	0	0	0	0	0
NULL	JA202335	0	0	0	0	0	0	0	0
NULL	JA374875	0	0	0	0	0	0	0	0
NULL	JA374918	0	0	0	0	0	0	0	0
NULL	JA375025	0	0	0	0	0	0	0	0
NULL	JA375049	0	0	0	0	0	0	0	0
NULL	JA375062	0	0	0	0	0	0	0	0
NULL	JA425978	0	0	0	0	0	0	0	0
NULL	JA429503	0	0	0	0	0	0	0	0
NULL	JA429801	0	0	0	0	0	0	0	0
NULL	JA429802	0	0	0	0	0	0	0	0
NULL	JA429818	0	0	0	0	0	0	0	0
NULL	JA429823	0	0	0	0	0	0	0	0
NULL	JA429830	0	0	22.399046724653	31.0879628644825	0	0	4	4
NULL	JA429831	0	0	14.8360195522624	28.2768291019086	0	0	4	4
NULL	JA429839	0	0	0	0	0	0	0	0
NULL	JA429845	0	0	0	0	0	0	0	0
NULL	JA429848	0	0	0	0	0	0	0	0
NULL	JA429850	0	0	0	0	0	0	0	0
NULL	JA483376	0	0	0	0	0	0	0	0
NULL	JA611241	0	0	0	5.391040899539	0	0	0	3
NULL	JA611242	0	0	0	0	0	0	0	0
NULL	JA611253	0	0	0	7.66306291804686	0	0	0	4
NULL	JA611266	0	0	0	0	0	0	0	0
NULL	JA611268	0	0	0	0	0	0	0	0
NULL	JA611269	0	0	0	0	0	0	0	0
NULL	JA611272	0	0	0	0	0	0	0	0
