A1BG	A1bg
FLOT1	Flot1
FLOT2	Flot2
FLRT1	Flrt1
FLRT2	Flrt2
FLRT3	Flrt3
FLT1	Flt1
FLT3	Flt3
FLT3LG	Flt3l
FLT4	Flt4
FLVCR1	Mfsd7b
FLVCR2	Mfsd7c
FLYWCH1	Flywch1
FLYWCH2	Flywch2
FMN1	Fmn1
FMN2	Fmn2
FMNL1	Fmnl1
FMNL2	Fmnl2
FMNL3	Fmnl3
FMO1	Fmo1
FMO2	Fmo2
FMO3	Fmo3
FMO4	Fmo4
FMO5	Fmo5
FMOD	Fmod
FMR1	Fmr1
FMR1NB	Fmr1nb
FN1	Fn1
FN3K	Fn3k
FN3KRP	Fn3krp
FNBP1	Fnbp1
FNBP1L	Fnbp1l
FNBP4	Fnbp4
FNDC3A	Fndc3a
FNDC3B	Fndc3b
FNDC4	Fndc4
FNDC5	Fndc5
FNDC7	Fndc7
FNDC8	Fndc8
FNIP1	Fnip1
FNIP2	Fnip2
FNTB	Churc1
FOLH1	Folh1
FOLR1	Folr1
FOLR4	Folr4
FOS	Fos
FOSB	Fosb
FOSL1	Fosl1
FOSL2	Fosl2
FOXA1	Foxa1
FOXA2	Foxa2
FOXA3	Foxa3
FOXB1	Foxb1
FOXB2	Foxb2
FOXC1	Foxc1
FOXC2	Foxc2
FOXD2	Foxd2
FOXD3	Foxd3
FOXE1	Foxe1
FOXE3	Foxe3
FOXF1	Foxf1a
FOXF2	Foxf2
FOXG1	Foxg1
FOXH1	Foxh1
FOXI1	Foxi1
FOXI2	Foxi2
FOXJ1	Foxj1
FOXJ2	Foxj2
FOXJ3	Foxj3
FOXK1	Foxk1
FOXK2	Foxk2
FOXL2	Foxl2
FOXM1	Foxm1
FOXN1	Foxn1
FOXN2	Foxn2
FOXN3	Foxn3
FOXN4	Foxn4
FOXO1	Foxo1
FOXO3	Foxo3
FOXO4	Foxo4
FOXP1	Foxp1
FOXP2	Foxp2
FOXP3	Foxp3
FOXP4	Foxp4
FOXQ1	Foxq1
FOXR1	Foxr1
FOXR2	Foxr2
FOXRED1	Foxred1
FOXRED2	Foxred2
FOXS1	Foxs1
FPGS	Fpgs
FPGT	Fpgt
FPR1	Fpr1
FRA10AC1	5730455O13Rik
FRAS1	Fras1
FRAT1	Peg12
FRAT2	Frat2
FREM1	Frem1
FREM2	Frem2
FREM3	Frem3
FRK	Frk
FRMD3	Frmd3
FRMD4A	Frmd4a
FRMD4B	Frmd4b
FRMD5	Frmd5
FRMD6	Frmd6
FRMD7	Frmd7
FRMD8	Frmd8
FRMPD1	Frmpd1
FRMPD4	Frmpd4
FRRS1	Frrs1
FRS2	Frs2
FRS3	Frs3
FRY	Fry
FRYL	Fryl
FRZB	Frzb
FSCN1	Fscn1
FSCN2	Fscn2
FSCN3	Fscn3
FSD1	Fsd1
FSD1L	Fsd1l
FSD2	Fsd2
FSHB	Fshb
FSHR	Fshr
FSIP1	Fsip1
FST	Fst
FSTL1	Fstl1
FSTL3	Fstl3
FSTL4	Fstl4
FSTL5	Fstl5
FTCD	Ftcd
FTMT	Ftmt
FTO	Fto
FTSJ1	Ftsj1
FTSJ2	Ftsj2
FTSJ3	Ftsj3
FTSJD1	Ftsjd1
FTSJD2	Ftsjd2
FUBP1	Fubp1
FUBP3	Fubp3
FUCA1	Fuca1
FUCA2	Fuca2
FUK	Fuk
FUNDC1	Fundc1
FURIN	Furin
FUS	Fus
FUT1	Fut1
FUT10	Fut10
FUT11	Fut11
FUT4	Fut4
FUT7	Fut7
FUT8	Fut8
FUT9	Fut9
FUZ	Fuz
FXN	Fxn
FXR1	Fxr1
FXR2	Fxr2
FXYD1	Fxyd1
FXYD2	Fxyd2
FXYD3	Fxyd3
FXYD4	Fxyd4
FXYD5	Fxyd5
FXYD6	Fxyd6
FXYD7	Fxyd7
FYB	Fyb
FYCO1	Fyco1
FYN	Fyn
FYTTD1	Fyttd1
FZD1	Fzd1
FZD10	Fzd10
FZD2	Fzd2
FZD3	Fzd3
FZD4	Fzd4
FZD5	Fzd5
FZD6	Fzd6
FZD7	Fzd7
FZD8	Fzd8
FZD9	Fzd9
FZR1	Fzr1
G0S2	G0s2
G2E3	G2e3
G3BP1	G3bp1
G3BP2	G3bp2
G6PC	G6pc
G6PC2	G6pc2
G6PC3	G6pc3
GAA	Gaa
GAB1	Gab1
GAB3	Gab3
GABARAP	Gabarap
GABARAPL2	Gabarapl2
GABBR1	Gabbr1
GABBR2	Gabbr2
GABPA	Gabpa
GABPB1	Gabpb1
GABPB2	Gabpb2
GABRA1	Gabra1
GABRA2	Gabra2
GABRA3	Gabra3
GABRA4	Gabra4
GABRA5	Gabra5
GABRA6	Gabra6
GABRB1	Gabrb1
GABRB2	Gabrb2
GABRB3	Gabrb3
GABRD	Gabrd
GABRE	Gabre
GABRG1	Gabrg1
GABRG2	Gabrg2
GABRG3	Gabrg3
GABRP	Gabrp
GABRQ	Gabrq
GABRR1	Gabrr1
GABRR2	Gabrr2
GAD1	Gad1
GAD2	Gad2
GADD45A	Gadd45a
GADD45B	Gadd45b
GADD45G	Gadd45g
GADD45GIP1	Gadd45gip1
GADL1	Gadl1
GAK	Gak
GAL	Gal
GAL3ST1	Gal3st1
GAL3ST3	Gal3st3
GAL3ST4	Gal3st4
GALC	Galc
GALE	Gale
GALK1	Galk1
GALK2	Galk2
GALM	Galm
GALNS	Galns
GALNT1	Galnt1
GALNT10	Galnt10
GALNT11	Galnt11
GALNT12	Galnt12
GALNT13	Galnt13
GALNT14	Galnt14
GALNT2	Galnt2
GALNT3	Galnt3
GALNT5	Galnt5
GALNT6	Galnt6
GALNT7	Galnt7
GALNT9	Galnt9
GALNTL5	Galntl5
GALP	Galp
GALR1	Galr1
GALR2	Galr2
GALT	Galt
GAMT	Gamt
GAN	Gan
GANAB	Ganab
GANC	Ganc
GAP43	Gap43
GAPDHS	Gapdhs
GAPT	Gapt
GAPVD1	Gapvd1
GAR1	Gar1
GARNL3	Garnl3
GARS	Gars
GART	Gart
GAS1	Gas1
GAS2	Gas2
GAS2L1	Gas2l1
GAS2L2	Gas2l2
GAS2L3	Gas2l3
GAS6	Gas6
GAS7	Gas7
GAS8	Gas8
GAST	Gast
GATA1	Gata1
GATA2	Gata2
GATA3	Gata3
GATA4	Gata4
GATA5	Gata5
GATA6	Gata6
GATAD1	Gatad1
GATAD2A	Gatad2a
GATAD2B	Gatad2b
GATC	Gatc
GATM	Gatm
GATSL3	Gatsl3
GBA2	Gba2
GBAS	Gbas
GBE1	Gbe1
GBF1	Gbf1
GBGT1	Gbgt1
GBP5	Gbp5
GBX1	Gbx1
GBX2	Gbx2
GC	Gc
GCA	Gca
GCAT	Gcat
GCC1	Gcc1
GCC2	Gcc2
GCDH	Gcdh
GCG	Gcg
GCGR	Gcgr
GCH1	Gch1
GCHFR	Gchfr
GCK	Gck
GCKR	Gckr
GCLC	Gclc
GCLM	Gclm
GCM1	Gcm1
GCM2	Gcm2
GCN1L1	Gcn1l1
GCNT1	Gcnt1
GCNT2	Gcnt2
GCNT3	Gcnt3
GCNT7	Gcnt7
GCSH	Gcsh
GDA	Gda
GDAP1	Gdap1
GDAP1L1	Gdap1l1
GDAP2	Gdap2
GDE1	Gde1
GDF1	Gdf1
GDF10	Gdf10
GDF11	Gdf11
GDF15	Gdf15
GDF2	Gdf2
GDF3	Gdf3
GDF5	Gdf5
GDF6	Gdf6
GDF7	Gdf7
GDF9	Gdf9
GDI1	Gdi1
GDI2	Gdi2
GDNF	Gdnf
GDPD1	Gdpd1
GDPD2	Gdpd2
GDPD3	Gdpd3
GDPD4	Gdpd4
GDPD5	Gdpd5
GEM	Gem
GEMIN4	Gemin4
GEMIN5	Gemin5
GEMIN6	Gemin6
GEN1	Gen1
GET4	Get4
GFAP	Gfap
GFER	Gfer
GFI1B	Gfi1b
GFM1	Gfm1
GFM2	Gfm2
GFOD1	Gfod1
GFOD2	Gfod2
GFPT1	Gfpt1
GFPT2	Gfpt2
GFRA1	Gfra1
GFRA2	Gfra2
GFRA3	Gfra3
GFRA4	Gfra4
GGA1	Gga1
GGA2	Gga2
GGA3	Gga3
GGCT	Ggct
GGCX	Ggcx
GGH	Ggh
GGN	Ggn
GGNBP1	Ggnbp1
GGNBP2	Ggnbp2
GGPS1	Ggps1
GGT5	Ggt5
GGT6	Ggt6
GGT7	Ggt7
GHDC	Ghdc
GHITM	Ghitm
GHR	Ghr
GHRH	Ghrh
GHRHR	Ghrhr
GHRL	Ghrl
GHSR	Ghsr
GIF	Gif
GIGYF1	Gigyf1
GIGYF2	Gigyf2
GIMAP4	Gimap4
GIMAP6	Gimap6
GIMAP8	Gimap8
GIN1	Gin1
GINS1	Gins1
GINS2	Gins2
GINS3	Gins3
GINS4	Gins4
GIP	Gip
GIPC1	Gipc1
GIPC2	Gipc2
GIPC3	Gipc3
GIPR	Gipr
GIT1	Git1
GIT2	Git2
GJA3	Gja3
GJA4	Gja4
GJA5	Gja5
GJA8	Gja8
GJB1	Gjb1
GJB2	Gjb2
GJB3	Gjb3
GJB4	Gjb4
GJB6	Gjb6
GJC1	Gjc1
GJC2	Gjc2
GJC3	Gjc3
GJD2	Gjd2
GJD3	Gjd3
GJD4	Gjd4
GK	Gyk
GK2	Gk2
GK5	Gk5
GKAP1	Gkap1
GKN1	Gkn1
GKN2	Gkn2
GLA	Gla
GLB1	Glb1
GLB1L	Glb1l
GLB1L2	Glb1l2
GLB1L3	Glb1l3
GLCCI1	Glcci1
GLCE	Glce
GLDC	Gldc
GLDN	Gldn
GLE1	Gle1
GLG1	Glg1
GLI1	Gli1
GLI2	Gli2
GLI3	Gli3
GLIPR1	Glipr1
GLIPR1L1	Glipr1l1
GLIPR1L2	Glipr1l2
GLIPR2	Glipr2
GLIS1	Glis1
GLIS2	Glis2
GLIS3	Glis3
GLMN	Glmn
GLO1	Glo1
GLOD4	Glod4
GLOD5	Glod5
GLP1R	Glp1r
GLP2R	Glp2r
GLRA1	Glra1
GLRA2	Glra2
GLRA3	Glra3
GLRA4	Glra4
GLRB	Glrb
GLRX	Glrx
GLRX2	Glrx2
GLRX3	Glrx3
GLRX5	Glrx5
GLS	Gls
GLS2	Gls2
GLT1D1	Glt1d1
GLT6D1	Glt6d1
GLT8D1	Glt8d1
GLT8D2	Glt8d2
GLTP	Gltp
GLTPD1	Gltpd1
GLTPD2	Gltpd2
GLTSCR1	Gltscr1
GLTSCR2	Gltscr2
GLUL	Glul
GLYCTK	Glyctk
GLYR1	Glyr1
GM2A	Gm2a
GMCL1	Gmcl1
GMDS	Gmds
GMEB1	Gmeb1
GMEB2	Gmeb2
GMFB	Gmfb
GMFG	Gmfg
GMIP	Gmip
GMNN	Gmnn
GMPPA	Gmppa
GMPPB	Gmppb
GMPR	Gmpr
GMPR2	Gmpr2
GMPS	Gmps
GNA11	Gna11
GNA12	Gna12
GNA13	Gna13
GNA14	Gna14
GNA15	Gna15
GNAI1	Gnai1
GNAI2	Gnai2
GNAI3	Gnai3
GNAL	Gnal
GNAO1	Gnao1
GNAQ	Gnaq
GNAS	Gnas
GNAT1	Gnat1
GNAT2	Gnat2
GNAT3	Gnat3
GNAZ	Gnaz
GNB1	Gnb1
GNB1L	Gnb1l
GNB2	Gnb2
GNB2L1	Gnb2l1
GNB3	Gnb3
GNB4	Gnb4
GNB5	Gnb5
GNE	Gne
GNG11	Gng11
GNG12	Gng12
GNG13	Gng13
GNG2	Gng2
GNG3	Gng3
GNG4	Gng4
GNG5	Gng5
GNG7	Gng7
GNG8	Gng8
GNGT1	Gngt1
GNGT2	Gngt2
GNL1	Gnl1
GNL2	Gnl2
GNL3	Gnl3
GNL3L	Gnl3l
GNMT	Gnmt
GNPAT	Gnpat
GNPDA1	Gnpda1
GNPDA2	Gnpda2
GNPNAT1	Gnpnat1
GNPTAB	Gnptab
GNPTG	Gnptg
GNRH1	Gnrh1
GNRHR	Gnrhr
GNS	Gns
GOLGA1	Golga1
GOLGA2	Golga2
GOLGA3	Golga3
GOLGA4	Golga4
GOLGA5	Golga5
GOLGA7	Golga7
GOLGA7B	Golga7b
GOLGB1	Golgb1
GOLIM4	Golim4
GOLM1	Golm1
GOLPH3	Golph3
GOLPH3L	Golph3l
GOLT1A	Golt1a
GOLT1B	Golt1b
GOPC	Gopc
GORAB	Gorab
GORASP1	Gorasp1
GORASP2	Gorasp2
GOSR1	Gosr1
GOSR2	Gosr2
GOT1	Got1
GOT1L1	Got1l1
GOT2	Got2
GP2	Gp2
GP5	Gp5
GP6	Gp6
GP9	Gp9
GPAA1	Gpaa1
GPAM	Gpam
GPAT2	Gpat2
GPATCH1	Gpatch1
GPATCH2	Gpatch2
GPATCH3	Gpatch3
GPATCH4	Gpatch4
GPATCH8	Gpatch8
GPBAR1	Gpbar1
GPBP1	Gpbp1
GPBP1L1	Gpbp1l1
GPC1	Gpc1
GPC2	Gpc2
GPC3	Gpc3
GPC4	Gpc4
GPC5	Gpc5
GPC6	Gpc6
GPCPD1	Gpcpd1
GPD1	Gpd1
GPD1L	Gpd1l
GPD2	Gpd2
GPER	Gpr30
GPHA2	Gpha2
GPHB5	Gphb5
GPHN	Gphn
GPIHBP1	Gpihbp1
GPKOW	Gpkow
GPLD1	Gpld1
GPM6A	Gpm6a
GPM6B	Gpm6b
GPN1	Gpn1
GPN2	Gpn2
GPN3	Gpn3
GPNMB	Gpnmb
GPR1	Gpr1
GPR101	Gpr101
GPR107	Gpr107
GPR108	Gpr108
GPR110	Gpr110
GPR111	Gpr111
GPR113	Gpr113
GPR114	Gpr114
GPR115	Gpr115
GPR116	Gpr116
GPR119	Gpr119
GPR12	Gpr12
GPR123	Gpr123
GPR124	Gpr124
GPR125	Gpr125
GPR126	Gpr126
GPR128	Gpr128
GPR132	Gpr132
GPR133	Gpr133
GPR135	Gpr135
GPR137	Gpr137
GPR137B	Gpr137b
GPR137C	Gpr137c
GPR139	Gpr139
GPR141	Gpr141
GPR143	Gpr143
GPR146	Gpr146
GPR149	Gpr149
GPR15	Gpr15
GPR150	Gpr150
GPR151	Gpr151
GPR152	Gpr152
GPR153	Gpr153
GPR155	Gpr155
GPR156	Gpr156
GPR157	Gpr157
GPR158	Gpr158
GPR160	Gpr160
GPR161	Gpr161
GPR162	Gpr162
GPR17	Gpr17
GPR171	Gpr171
GPR173	Gpr173
GPR174	Gpr174
GPR176	Gpr176
GPR179	Gpr179
GPR18	Gpr18
GPR180	Gpr180
GPR182	Gpr182
GPR183	Gpr183
GPR19	Gpr19
GPR20	Gpr20
GPR22	Gpr22
GPR25	Gpr25
GPR27	Gpr27
GPR3	Gpr3
GPR34	Gpr34
GPR35	Gpr35
GPR37	Gpr37
GPR37L1	Gpr37l1
GPR39	Gpr39
GPR4	Gpr4
GPR45	Gpr45
GPR50	Gpr50
GPR55	Gpr55
GPR56	Gpr56
GPR6	Gpr6
GPR61	Gpr61
GPR62	Gpr62
GPR63	Gpr63
GPR64	Gpr64
GPR65	Gpr65
GPR68	Gpr68
GPR75	Gpr75
GPR82	Gpr82
GPR83	Gpr83
GPR84	Gpr84
GPR85	Gpr85
GPR87	Gpr87
GPR88	Gpr88
GPR97	Gpr97
GPR98	Gpr98
GPRASP1	Gprasp1
GPRASP2	Gprasp2
GPRC5A	Gprc5a
GPRC5B	Gprc5b
GPRC5C	Gprc5c
GPRC5D	Gprc5d
GPRC6A	Gprc6a
GPRIN1	Gprin1
GPRIN2	Gprin2
GPRIN3	Gprin3
GPS1	Gps1
GPS2	Gps2
GPSM1	Gpsm1
GPSM2	Gpsm2
GPSM3	Gpsm3
GPT	Gpt
GPT2	Gpt2
GPX1	Gpx1
GPX2	Gpx2
GPX3	Gpx3
GPX4	Gpx4
GPX5	Gpx5
GPX6	Gpx6
GPX7	Gpx7
GPX8	Gpx8
GRAMD1A	Gramd1a
GRAMD1B	Gramd1b
GRAMD1C	Gramd1c
GRAMD2	Gramd2
GRAMD3	Gramd3
GRAMD4	Gramd4
GRAP	Grap
GRAP2	Grap2
GRASP	Grasp
GRB10	Grb10
GRB14	Grb14
GRB2	Grb2
GRB7	Grb7
GREB1	Greb1
GREB1L	Greb1l
GREM1	Grem1
GREM2	Grem2
GRHL1	Grhl1
GRHL2	Grhl2
GRHL3	Grhl3
GRHPR	Grhpr
GRIA1	Gria1
GRIA2	Gria2
GRIA3	Gria3
GRIA4	Gria4
GRID1	Grid1
GRID2	Grid2
GRID2IP	Grid2ip
GRIK1	Grik1
GRIK2	Grik2
GRIK3	Grik3
GRIK4	Grik4
GRIK5	Grik5
GRIN1	Grin1
GRIN2A	Grin2a
GRIN2B	Grin2b
GRIN2C	Grin2c
GRIN2D	Grin2d
GRIN3A	Grin3a
GRIN3B	Grin3b
GRINA	Grina
GRIPAP1	Gripap1
GRK1	Grk1
GRK4	Grk4
GRK5	Grk5
GRK6	Grk6
GRM1	Grm1
GRM2	Grm2
GRM3	Grm3
GRM4	Grm4
GRM5	Grm5
GRM6	Grm6
GRM7	Grm7
GRM8	Grm8
GRN	Grn
GRP	Grp
GRPEL1	Grpel1
GRPEL2	Grpel2
GRPR	Grpr
GRSF1	Grsf1
GRTP1	Grtp1
GRWD1	Grwd1
GRXCR1	Grxcr1
GRXCR2	Grxcr2
GSC	Gsc
GSC2	Gsc2
GSDMB	Gsdmcl1
GSDMD	Gsdmd
GSG1	Gsg1
GSG2	Gsg2
GSK3A	Gsk3a
GSK3B	Gsk3b
GSN	Gsn
GSPT1	Gspt1
GSPT2	Gspt2
GSR	Gsr
GSS	Gss
GSTA3	Gsta3
GSTCD	Gstcd
GSTK1	Gstk1
GSTM2	Gstm7
GSTM3	Gstm5
GSTM4	Gstm4
GSTO1	Gsto1
GSTO2	Gsto2
GSTT1	Gstt4
GSTZ1	Gstz1
GSX1	Gsx1
GSX2	Gsx2
GTDC1	Gtdc1
GTF2A1	Gtf2a1
GTF2A1L	Gtf2a1l
GTF2A2	Gtf2a2
GTF2B	Gtf2b
GTF2E1	Gtf2e1
GTF2E2	Gtf2e2
GTF2F1	Gtf2f1
GTF2F2	Gtf2f2
GTF2H1	Gtf2h1
GTF2H3	Gtf2h3
GTF2H4	Gtf2h4
GTF2H5	Gtf2h5
GTF2IRD1	Gtf2ird1
GTF3A	Gtf3a
GTF3C1	Gtf3c1
GTF3C2	Gtf3c2
GTF3C3	Gtf3c3
GTF3C4	Gtf3c4
GTF3C5	Gtf3c5
GTF3C6	Gtf3c6
GTPBP1	Gtpbp1
GTPBP10	Gtpbp10
GTPBP2	Gtpbp2
GTPBP3	Gtpbp3
GTPBP4	Gtpbp4
GTPBP6	Gtpbp6
GTPBP8	Gtpbp8
GTSE1	Gtse1
GTSF1	Gtsf1
GUCA1B	Guca1b
GUCA2A	Guca2a
GUCA2B	Guca2b
GUCY1A2	Gucy1a2
GUCY1A3	Gucy1a3
GUCY1B3	Gucy1b3
GUCY2C	Gucy2c
GUCY2D	Gucy2e
GUCY2F	Gucy2f
GUF1	Guf1
GUK1	Guk1
GULP1	Gulp1
GXYLT1	Gxylt1
GXYLT2	Gxylt2
GYG1	Gyg
GYLTL1B	Gyltl1b
GYPA	Gypa
GYS1	Gys1
GYS2	Gys2
GZF1	Gzf1
GZMA	Gzma
GZMK	Gzmk
GZMM	Gzmm
H1FNT	H1fnt
H1FOO	H1foo
H1FX	H1fx
H2AFJ	H2afj
H2AFV	H2afv
H2AFX	H2afx
H2AFY	H2afy
H2AFY2	H2afy2
H2AFZ	H2afz
H3F3A	H3f3a
H6PD	H6pd
HAAO	Haao
HABP2	Habp2
HABP4	Habp4
HACE1	Hace1
HACL1	Hacl1
HADH	Hadh
HADHA	Hadha
HADHB	Hadhb
HAGH	Hagh
HAGHL	Haghl
HAL	Hal
HAND1	Hand1
HAND2	Hand2
HAO1	Hao1
HAO2	Hao2
HAP1	Hap1
HAPLN1	Hapln1
HAPLN2	Hapln2
HAPLN3	Hapln3
HAPLN4	Hapln4
HARBI1	Harbi1
HARS	Hars
HARS2	Hars2
HAS1	Has1
HAS2	Has2
HAS3	Has3
HAT1	Hat1
HAUS1	Haus1
HAUS2	Haus2
HAUS3	Haus3
HAUS4	Haus4
HAUS5	Haus5
HAUS6	Haus6
HAUS7	Haus7
HAUS8	Haus8
HAVCR2	Havcr2
HAX1	Hax1
HBE1	Hbb-y
HBEGF	Hbegf
HBP1	Hbp1
HBS1L	Hbs1l
HBZ	Hba-x
HCCS	Hccs
HCFC1	Hcfc1
HCFC1R1	Hcfc1r1
HCFC2	Hcfc2
HCK	Hck
HCLS1	Hcls1
HCN1	Hcn1
HCN2	Hcn2
HCN3	Hcn3
HCN4	Hcn4
HCRT	Hcrt
HCRTR1	Hcrtr1
HCRTR2	Hcrtr2
HCST	Hcst
HDAC10	Hdac10
HDAC11	Hdac11
HDAC2	Hdac2
HDAC3	Hdac3
HDAC4	Hdac4
HDAC5	Hdac5
HDAC6	Hdac6
HDAC7	Hdac7
HDAC8	Hdac8
HDAC9	Hdac9
HDC	Hdc
HDDC2	Hddc2
HDDC3	Hddc3
HDGF	Hdgf
HDGFL1	Hdgfl1
HDHD1	Hdhd1a
HDHD2	Hdhd2
HDHD3	Hdhd3
HDX	Hdx
HEATR1	Heatr1
HEATR2	Heatr2
HEATR3	Heatr3
HEATR5A	Heatr5a
HEATR5B	Heatr5b
HEATR6	Heatr6
HEATR7A	Heatr7a
HEATR7B1	Heatr7b1
HEBP1	Hebp1
HEBP2	Hebp2
HECA	Heca
HECTD1	Hectd1
HECTD2	Hectd2
HECTD3	Hectd3
HECW1	Hecw1
HECW2	Hecw2
HEG1	Heg1
HELB	Helb
HELLS	Hells
HELQ	Helq
HELT	Helt
HELZ	Helz
HEMGN	Hemgn
HEMK1	Hemk1
HEPACAM	Hepacam
HEPACAM2	Hepacam2
HEPH	Heph
HEPHL1	Hephl1
HERC1	Herc1
HERC2	Herc2
HERC3	Herc3
HERC4	Herc4
HERC6	Herc6
HERPUD1	Herpud1
HERPUD2	Herpud2
HES1	Hes1
HES2	Hes2
HES3	Hes3
HES5	Hes5
HES6	Hes6
HES7	Hes7
HESX1	Hesx1
HEXA	Hexa
HEXB	Hexb
HEXDC	Hexdc
HEXIM1	Hexim1
HEXIM2	Hexim2
HEY1	Hey1
HEY2	Hey2
HEYL	Heyl
HFE	Hfe
HFE2	Hfe2
HFM1	Hfm1
HGD	Hgd
HGF	Hgf
HGFAC	Hgfac
HGS	Hgs
HGSNAT	Hgsnat
HHAT	Hhat
HHATL	Hhatl
HHEX	Hhex
HHIP	Hhip
HHIPL1	Hhipl1
HHIPL2	Hhipl2
HIAT1	Hiat1
HIBADH	Hibadh
HIBCH	Hibch
HIC1	Hic1
HIC2	Hic2
HIF1A	Hif1a
HIF1AN	Hif1an
HIF3A	Hif3a
HIGD1A	Higd1a
HIGD1B	Higd1b
HILS1	Hils1
HINFP	Hinfp
HINT1	Hint1
HINT2	Hint2
HINT3	Hint3
HIP1	Hip1
HIP1R	Hip1r
HIPK1	Hipk1
HIPK2	Hipk2
HIPK3	Hipk3
HIPK4	Hipk4
HIRA	Hira
HIRIP3	Hirip3
HIST1H1A	Hist1h1a
HIST1H1C	Hist1h1c
HIST1H1D	Hist1h1d
HIST1H1E	Hist1h1e
HIST1H1T	Hist1h1t
HIST1H2AA	Hist1h2aa
HIST1H2AD	Hist1h2ak
HIST1H2AE	Hist1h2ai
HIST1H2BA	Hist1h2ba
HIST1H2BB	Hist1h2bb
HIST1H2BD	Hist1h2bm
HIST1H2BE	Hist1h2bg
HIST1H2BF	Hist1h2bc
HIST1H2BG	Hist1h2be
HIST1H2BI	Hist1h2bn
HIST1H2BK	Hist2h2be
HIST1H2BM	Hist1h2bk
HIST1H2BN	Hist1h2bp
HIST1H3I	Hist1h3g
HIST1H4C	Hist1h4b
HIST1H4G	Hist2h4
HIST1H4J	Hist1h4c
HIST2H2AB	Hist2h2ab
HIST2H2AC	Hist2h2ac
HIST2H3C	Hist1h3b
HIST2H4A	Hist1h4h
HIST3H2A	Hist1h2af
HIST3H2BB	Hist3h2ba
HIVEP1	Hivep1
HIVEP2	Hivep2
HIVEP3	Hivep3
HJURP	Hjurp
HK1	Hk1
HK2	Hk2
HK3	Hk3
HKDC1	Hkdc1
HLA-DMA	H2-DMa
HLA-DOA	H2-Oa
HLA-DOB	H2-Ob
HLA-E	H2-T24
HLCS	Hlcs
HLF	Hlf
HLTF	Hltf
HLX	Hlx
HM13	H13
HMBOX1	Hmbox1
HMBS	Hmbs
HMCN1	Hmcn1
HMG20A	Hmg20a
HMG20B	Hmg20b
HMGA2	Hmga2
HMGB2	Hmgb2
HMGB4	Hmgb4
HMGCL	Hmgcl
HMGCLL1	Hmgcll1
HMGCR	Hmgcr
HMGCS2	Hmgcs2
HMGN3	Hmgn3
HMGN5	Hmgn5
HMGXB3	Hmgxb3
HMGXB4	Hmgxb4
HMHA1	Hmha1
HMMR	Hmmr
HMOX1	Hmox1
HMOX2	Hmox2
HMX1	Hmx1
HMX2	Hmx2
HMX3	Hmx3
HN1	Hn1
HN1L	Hn1l
HNF1A	Hnf1a
HNF1B	Hnf1b
HNF4A	Hnf4a
HNF4G	Hnf4g
HNMT	Hnmt
HNRNPA0	Hnrnpa0
HNRNPA2B1	Hnrnpa2b1
HNRNPAB	Hnrnpab
HNRNPCL1	Hnrnpc
HNRNPD	Hnrnpd
HNRNPF	Hnrnpf
HNRNPH1	Hnrnph1
HNRNPH2	Hnrnph2
HNRNPH3	Hnrnph3
HNRNPK	Hnrnpk
HNRNPM	Hnrnpm
HNRNPR	Hnrnpr
HNRNPU	Hnrnpu
HNRNPUL1	Hnrnpul1
HNRNPUL2	Hnrnpul2
HNRPDL	Hnrpdl
HNRPLL	Hnrpll
HOMER1	Homer1
HOMER2	Homer2
HOMER3	Homer3
HOMEZ	Homez
HOOK1	Hook1
HOOK2	Hook2
HOOK3	Hook3
HOPX	Hopx
HORMAD1	Hormad1
HORMAD2	Hormad2
HOXA1	Hoxa1
HOXA10	Hoxa10
HOXA11	Hoxa11
HOXA13	Hoxa13
HOXA2	Hoxa2
HOXA3	Hoxa3__2
HOXA4	Hoxa4
HOXA5	Hoxa5
HOXA6	Hoxa6
HOXA7	Hoxa7
HOXA9	Hoxa9
HOXB1	Hoxb1
HOXB13	Hoxb13
HOXB2	Hoxb2
HOXB3	Hoxb3
HOXB4	Hoxb4
HOXB5	Hoxb5
HOXB6	Hoxb6
HOXB7	Hoxb7
HOXB8	Hoxb8
HOXB9	Hoxb9
HOXC10	Hoxc10
HOXC11	Hoxc11
HOXC12	Hoxc12
HOXC13	Hoxc13
HOXC4	Hoxc4
HOXC5	Hoxc5
HOXC6	Hoxc6
HOXC8	Hoxc8
HOXC9	Hoxc9
HOXD1	Hoxd1
HOXD10	Hoxd10
HOXD11	Hoxd11
HOXD12	Hoxd12
HOXD13	Hoxd13
HOXD3	Hoxd3
HOXD4	Hoxd4
HOXD8	Hoxd8
HOXD9	Hoxd9
HP1BP3	Hp1bp3
HPCA	Hpca
HPCAL1	Hpcal1
HPCAL4	Hpcal4
HPD	Hpd
HPDL	Hpdl
HPGD	Hpgd
HPGDS	Hpgds
HPN	Hpn
HPS1	Hps1
HPS3	Hps3
HPS4	Hps4
HPS5	Hps5
HPS6	Hps6
HPSE	Hpse
HPSE2	Hpse2
HPX	Hpx
HR	Hr
HRAS	Hras1
HRASLS	Hrasls
HRASLS5	Hrasls5
HRC	Hrc
HRCT1	Hrct1
HRG	Hrg
HRH1	Hrh1
HRH2	Hrh2
HRH3	Hrh3
HRH4	Hrh4
HRK	Hrk
HRNR	Hrnr
HRSP12	Hrsp12
HS1BP3	Hs1bp3
HS2ST1	Hs2st1
HS3ST1	Hs3st1
HS3ST2	Hs3st2
HS3ST3A1	Hs3st3a1
