#mm9.knownGene.name	mm9.knownGene.chrom	mm9.knownGene.txStart	mm9.knownGene.txEnd	mm9.kgXref.geneSymbol	mm9.knownToEnsembl.value
uc007dnx.2	chr1	173259275	173272632	Dedd	ENSMUST00000111300
uc007dnz.2	chr1	173261364	173272632	Dedd	ENSMUST00000111299
uc007dob.2	chr1	173272367	173275776	Nit1	ENSMUST00000111289
uc007doa.2	chr1	173272367	173275776	Nit1	ENSMUST00000111289
uc007doc.1	chr1	173275829	173288301	Pfdn2	ENSMUST00000135941
uc007dod.1	chr1	173288579	173290929	Klhdc9	ENSMUST00000061878
uc007doe.2	chr1	173300229	173318418	Pvrl4	ENSMUST00000111286
uc007dof.2	chr1	173300303	173318418	Pvrl4	ENSMUST00000006578
uc011wwc.1	chr1	173300303	173318418	Pvrl4	ENSMUST00000006578
uc007doh.2	chr1	173319090	173340370	Arhgap30	ENSMUST00000056449
uc007doi.2	chr1	173319090	173340429	Arhgap30	ENSMUST00000135312
uc007doj.1	chr1	173341458	173348873	Usf1	ENSMUST00000161241
uc007dok.1	chr1	173341458	173348888	Usf1	ENSMUST00000160486
uc007dol.1	chr1	173341811	173348873	Usf1	ENSMUST00000167546
uc007dom.1	chr1	173345635	173348873	Usf1	ENSMUST00000167546
uc011wwd.1	chr1	173349163	173350483	Tstd1	ENSMUST00000171362
uc007don.1	chr1	173353315	173367449	AK085275	ENSMUST00000138153
uc007doo.1	chr1	173367691	173394724	F11r	ENSMUST00000043839
uc007dop.1	chr1	173433608	173434881	Refbp2	ENSMUST00000081527
uc011wwe.1	chr1	173445713	173447048	BC145376	ENSMUST00000043170
uc007doq.1	chr1	173448254	173465424	Itln1	ENSMUST00000043094
uc007dor.1	chr1	173489323	173508381	Cd244	ENSMUST00000004829
uc007dos.1	chr1	173489323	173515447	Cd244	ENSMUST00000004829
uc011wwf.1	chr1	173507373	173513689	2b4	ENSMUST00000004829
uc007dou.1	chr1	173518743	173537491	Ly9	ENSMUST00000068878
uc011wwg.1	chr1	173518743	173537491	Ly9	ENSMUST00000068878
uc007dov.1	chr1	173562533	173579130	Slamf7	ENSMUST00000062219
uc007dow.1	chr1	173562533	173579138	Slamf7	ENSMUST00000062219
uc007dox.1	chr1	173562533	173583168	Slamf7	ENSMUST00000062219
uc007doy.1	chr1	173566359	173579138	Slamf7	ENSMUST00000062219
uc007doz.1	chr1	173612185	173635388	Cd48	ENSMUST00000068584
uc007dpa.1	chr1	173612185	173635388	Cd48	ENSMUST00000015499
uc007dpb.1	chr1	173697262	173723208	Slamf1	ENSMUST00000163992
uc007dpc.1	chr1	173697262	173731315	Slamf1	ENSMUST00000015460
uc007dpe.2	chr1	173769827	173820849	Cd84	ENSMUST00000155802
uc007dpd.2	chr1	173770710	173783250	Cd84	ENSMUST00000135386
uc007dpf.2	chr1	173770710	173820849	Cd84	ENSMUST00000155802
uc007dpg.1	chr1	173847667	173873999	Slamf6	ENSMUST00000171330
uc011wwh.1	chr1	173847667	173878206	Slamf6	ENSMUST00000042184
uc007dph.1	chr1	173847667	173883298	Slamf6	ENSMUST00000042184
uc007dpi.1	chr1	173934501	173958176	Vangl2	ENSMUST00000111263
uc011wwi.1	chr1	173934501	173958176	Vangl2	ENSMUST00000111263
uc007dpj.2	chr1	173982422	173987727	Nhlh1	ENSMUST00000059794
uc007dpk.2	chr1	173996143	174012880	Ncstn	ENSMUST00000003550
uc007dpl.2	chr1	174012659	174023691	Copa	ENSMUST00000138407
uc007dpn.2	chr1	174012659	174052463	Copa	ENSMUST00000135192
uc007dpo.1	chr1	174042254	174045699	Copa	ENSMUST00000133909
uc007dpp.2	chr1	174044467	174052463	Copa	ENSMUST00000122845
uc007dpq.2	chr1	174056885	174066628	Pex19	ENSMUST00000111252
uc011wwj.1	chr1	174056885	174066628	Pex19	ENSMUST00000111252
uc007dpr.2	chr1	174078145	174103561	Dcaf8	ENSMUST00000074144
uc007dps.2	chr1	174078145	174118712	Dcaf8	ENSMUST00000074144
uc007dpt.2	chr1	174078145	174119939	Dcaf8	ENSMUST00000074144
uc007dpu.2	chr1	174078145	174126524	Dcaf8	ENSMUST00000074144
uc007dpv.2	chr1	174078145	174126524	Wdr42a	ENSMUST00000074144
uc007dpw.2	chr1	174078272	174126524	Dcaf8	ENSMUST00000074144
uc007dpx.2	chr1	174078308	174126524	Dcaf8	ENSMUST00000074144
uc007dpy.1	chr1	174126859	174136912	Pea15a	ENSMUST00000013842
uc007dpz.2	chr1	174140024	174144086	Casq1	ENSMUST00000170638
uc007dqa.2	chr1	174140024	174150026	Casq1	ENSMUST00000168901
uc011wwk.1	chr1	174153638	174188555	Atp1a4	ENSMUST00000111243
uc007dqb.1	chr1	174191762	174249966	Igsf8	ENSMUST00000139528
uc007dqc.1	chr1	174201839	174228195	Atp1a2	ENSMUST00000085913
uc011wwl.1	chr1	174201839	174228195	Atp1a2	ENSMUST00000085913
uc007dqd.1	chr1	174214439	174228195	Atp1a2	ENSMUST00000137679
uc007dqe.1	chr1	174242537	174249966	Igsf8	ENSMUST00000039506
uc007dqf.1	chr1	174250634	174251676	AK007011	ENSMUST00000062387
uc007dqg.1	chr1	174251163	174259394	Kcnj9	ENSMUST00000062387
uc007dqh.1	chr1	174251163	174259394	Kcnj9	ENSMUST00000062387
uc007dqi.1	chr1	174255435	174258259	Kcnj9	ENSMUST00000062387
uc007dqj.1	chr1	174271340	174304216	Kcnj10	ENSMUST00000056136
uc007dqk.2	chr1	174306661	174314230	Pigm	ENSMUST00000052455
uc007dql.2	chr1	174405490	174408540	Slamf9	ENSMUST00000027830
uc007dqm.2	chr1	174412343	174421176	Igsf9	ENSMUST00000128638
uc007dqn.2	chr1	174412343	174429008	Igsf9	ENSMUST00000052629
uc011wwm.1	chr1	174412343	174429008	Igsf9	ENSMUST00000075014
uc011wwn.1	chr1	174412447	174429008	Igsf9	ENSMUST00000111235
uc007dqp.1	chr1	174430376	174437506	Tagln2	ENSMUST00000111230
uc007dqq.2	chr1	174451260	174476001	Ccdc19	ENSMUST00000085894
uc007dqr.1	chr1	174471750	174480937	AK017125	ENSMUST00000140307
uc007dqs.2	chr1	174486068	174493848	Vsig8	ENSMUST00000061835
uc007dqt.2	chr1	174490036	174493848	Vsig8	ENSMUST00000061835
uc007dqu.1	chr1	174511507	174520699	Slamf8	ENSMUST00000065679
uc011wwo.1	chr1	174526770	174532682	Fcrl6	ENSMUST00000094303
uc011wwp.1	chr1	174528129	174529456	Fcrl6	ENSMUST00000094303
uc007dqw.1	chr1	174560899	174563105	Dusp23	ENSMUST00000027826
uc011wwq.1	chr1	174628186	174630097	Crp	ENSMUST00000038495
uc007dqy.2	chr1	174824091	174825185	Apcs	ENSMUST00000027824
uc007dqz.2	chr1	174886898	174887948	Olfr16	ENSMUST00000038432
uc007dra.1	chr1	175060413	175061346	Olfr1408	ENSMUST00000073663
uc007drb.2	chr1	175113572	175114635	Olfr1406	ENSMUST00000072395
uc007drc.1	chr1	175133488	175134430	Olfr218	ENSMUST00000057548
uc007drd.2	chr1	175145737	175146771	Olfr1404	ENSMUST00000056592
uc007dre.2	chr1	175151401	175157360	Fcer1a	ENSMUST00000049706
uc011wwr.1	chr1	175151401	175157360	Fcer1a	ENSMUST00000049706
uc007drf.2	chr1	175200277	175201268	Olfr418-ps1	ENSMUST00000059754
uc007drg.1	chr1	175262016	175263634	Darc	ENSMUST00000038227
uc007drh.1	chr1	175264384	175274676	Cadm3	ENSMUST00000111220
uc007dri.1	chr1	175264384	175297826	Cadm3	ENSMUST00000111220
uc007drj.1	chr1	175272645	175297826	Cadm3	ENSMUST00000157032
uc007drk.1	chr1	175274705	175297826	Cadm3	ENSMUST00000005470
uc011wws.1	chr1	175350734	175396167	Aim2	ENSMUST00000147604
uc007dro.2	chr1	175451441	175466088	BC094916	ENSMUST00000139092
uc007drn.2	chr1	175451441	175466088	BC094916	ENSMUST00000090406
uc007drp.1	chr1	175496414	175510531	AK145253	ENSMUST00000150649
uc007drq.2	chr1	175522087	175529405	Pydc4	ENSMUST00000097462
uc011wwt.1	chr1	175522087	175529405	Pydc4	ENSMUST00000169370
uc007drr.2	chr1	175560989	175578059	Pyhin1	ENSMUST00000056071
uc011wwu.1	chr1	175560989	175578059	Pyhin1	ENSMUST00000056071
uc007drs.1	chr1	175603810	175610463	E030037K03Rik	ENSMUST00000085876
uc007drt.1	chr1	175603810	175628523	Pydc3	ENSMUST00000085876
uc011wwv.1	chr1	175653814	175659154	AI607873	ENSMUST00000127730
uc011www.1	chr1	175659533	175671878	AI607873	ENSMUST00000127730
uc007dru.2	chr1	175662405	175671878	AI607873	ENSMUST00000042610
uc007drv.1	chr1	175677424	175697050	Ifi204	ENSMUST00000000264
uc007drw.1	chr1	175677424	175843258	Ifi204	ENSMUST00000111214
uc007drx.1	chr1	175779102	175844310	Ifi204	ENSMUST00000009340
uc007dry.2	chr1	175787350	175798891	Mndal	ENSMUST00000111210
uc007drz.2	chr1	175787350	175810318	Mndal	ENSMUST00000111210
uc007dsa.1	chr1	175826485	175843258	Mnda	ENSMUST00000009340
uc007dsb.2	chr1	175826485	175843258	Mnda	ENSMUST00000009340
uc007dsc.1	chr1	175850533	175872591	Ifi203	ENSMUST00000081216
uc007dsd.1	chr1	175850533	175872591	Ifi203	ENSMUST00000042228
uc007dse.1	chr1	175850533	175872591	Ifi203	ENSMUST00000081216
uc007dsf.1	chr1	175850533	175872623	Ifi203	ENSMUST00000042228
uc007dsg.1	chr1	175850533	175872623	Ifi203	ENSMUST00000042228
uc007dsh.1	chr1	175850533	175872623	Ifi203	ENSMUST00000123708
uc007dsi.2	chr1	175856895	175872310	Ifi203	ENSMUST00000129829
uc007dsj.1	chr1	175863335	175872623	Ifi203	ENSMUST00000138143
uc011wwx.1	chr1	175892699	175912975	Ifi202b	ENSMUST00000000266
uc007dsk.2	chr1	175892699	175912975	Ifi202b	ENSMUST00000000266
uc007dsm.2	chr1	175942128	175961886	Ifi205	ENSMUST00000059226
uc007dsn.2	chr1	175972063	175973067	Olfr433	ENSMUST00000052975
uc007dso.1	chr1	175980505	175981444	Olfr432	ENSMUST00000062665
uc007dsp.1	chr1	175999430	176000384	Olfr430	ENSMUST00000055873
uc007dsq.2	chr1	176019168	176020111	Olfr429	ENSMUST00000060693
uc007dsr.1	chr1	176029590	176030538	Olfr427	ENSMUST00000080831
uc007dss.1	chr1	176047221	176048145	Olfr231	ENSMUST00000063030
uc007dst.1	chr1	176066876	176067824	Olfr424	ENSMUST00000053941
uc011wwy.1	chr1	176081611	176082661	Olfr421	ENSMUST00000171570
uc007dsv.2	chr1	176088852	176089898	Olfr420	ENSMUST00000068403
uc007dsw.2	chr1	176102906	176178580	Spna1	ENSMUST00000027817
uc007dsx.2	chr1	176180019	176181107	Olfr419	ENSMUST00000061990
uc007dsy.2	chr1	176260648	176263008	1810030J14Rik	ENSMUST00000027816
uc007dsz.1	chr1	176299049	176299979	Olfr417	ENSMUST00000085862
uc007dta.2	chr1	176321176	176322186	Olfr248	ENSMUST00000075329
uc007dtb.2	chr1	176360560	176361515	Olfr414	ENSMUST00000053178
uc011wwz.1	chr1	176378755	176379733	Olfr220	ENSMUST00000085861
uc007dtd.2	chr1	176431955	176752860	Fmn2	ENSMUST00000030039
uc011wxa.1	chr1	176538512	176596844	Fmn2	ENSMUST00000030039
uc011wxb.1	chr1	176538512	176752860	Fmn2	ENSMUST00000165284
uc007dte.1	chr1	176542637	176630539	Fmn2	ENSMUST00000085858
uc007dtf.1	chr1	176763915	176851950	Grem2	ENSMUST00000055294
uc007dtg.2	chr1	176989206	177009722	RGS7	ENSMUST00000097460
uc007dth.2	chr1	176989206	177014228	Rgs7	ENSMUST00000097459
uc007dti.2	chr1	176989206	177014228	Rgs7	ENSMUST00000097459
uc007dtj.2	chr1	176989206	177016357	Rgs7	ENSMUST00000097460
uc007dtl.2	chr1	176989206	177422676	Rgs7	ENSMUST00000027812
uc007dtk.2	chr1	176989206	177422676	Rgs7	ENSMUST00000027812
uc007dtm.1	chr1	177504439	177508546	AK136128	n/a
uc007dtn.2	chr1	177531508	177555766	Fh1	ENSMUST00000027810
uc011wxc.1	chr1	177550511	177590984	Kmo	ENSMUST00000040250
uc007dto.1	chr1	177562323	177584229	Kmo	ENSMUST00000142223
uc007dtp.1	chr1	177562323	177590984	Kmo	ENSMUST00000040250
uc011wxd.1	chr1	177562323	177590984	Kmo	ENSMUST00000097458
uc007dtq.1	chr1	177592558	177622721	Opn3	ENSMUST00000027809
uc007dtr.2	chr1	177612368	177618484	Chml	ENSMUST00000104984
uc011wxe.1	chr1	177628723	177745864	Wdr64	ENSMUST00000094288
uc011wxf.1	chr1	177697136	177736173	Wdr64	ENSMUST00000027807
uc007dtt.2	chr1	177697136	177745864	Wdr64	ENSMUST00000027805
uc007dtu.2	chr1	177810908	177841527	Exo1	ENSMUST00000039725
uc007dtv.2	chr1	177892436	178144073	Pld5	ENSMUST00000065967
uc007dtw.1	chr1	177892436	178205443	Pld5	ENSMUST00000065967
uc007dtx.1	chr1	177892436	178205443	Pld5	ENSMUST00000065967
uc007dty.2	chr1	177907906	177909247	B020018G12Rik	ENSMUST00000104983
uc007dtz.2	chr1	177972434	178144073	Pld5	ENSMUST00000156184
uc007dua.1	chr1	178360241	178457400	AK158658	n/a
uc007dub.1	chr1	178663783	178680642	Cep170	ENSMUST00000057037
uc007duc.1	chr1	178663783	178687114	Cep170	ENSMUST00000057037
uc007dud.1	chr1	178663783	178687114	Cep170	ENSMUST00000057037
uc007due.1	chr1	178663783	178737255	Cep170	ENSMUST00000057037
uc007duf.1	chr1	178663792	178687114	mKIAA0470	ENSMUST00000057037
uc011wxg.1	chr1	178702455	178702554	Mir350	ENSMUST00000083639
uc007dug.1	chr1	178708523	178712684	Cep170	ENSMUST00000070119
uc007duh.1	chr1	178744942	178775628	Sdccag8	ENSMUST00000150429
uc007dui.1	chr1	178744942	178792245	Sdccag8	ENSMUST00000056773
uc011wxh.1	chr1	178744942	178878520	Cccap	ENSMUST00000123409
uc007duj.1	chr1	178744942	178950563	Sdccag8	ENSMUST00000027785
uc007duk.2	chr1	178952245	179178898	Akt3	ENSMUST00000111160
uc007dul.1	chr1	179372537	179380897	Zfp238	ENSMUST00000094276
uc007dum.1	chr1	179374791	179380892	rp58	ENSMUST00000094276
uc007dun.1	chr1	179374791	179380897	Zfp238	ENSMUST00000094276
uc011wxi.1	chr1	179375951	179380897	Zfp238	ENSMUST00000077225
uc007duo.1	chr1	179389096	179391334	AK082514	n/a
uc007dup.1	chr1	179397508	179406398	AK156859	n/a
uc007duq.1	chr1	179571675	179573074	AK009784	n/a
uc007dur.1	chr1	179659944	179683436	1700016C15Rik	ENSMUST00000016106
uc007dus.1	chr1	179693308	179697989	Adss	ENSMUST00000159184
uc007dut.1	chr1	179693308	179726640	Adss	ENSMUST00000016105
uc007duu.1	chr1	179704748	179726640	Adss	ENSMUST00000161808
uc011wxj.1	chr1	179913553	180080093	EG545391	ENSMUST00000111149
uc007duv.2	chr1	179921565	179978422	Gm16432	ENSMUST00000094273
uc007duw.2	chr1	179921565	180102835	EG545391	ENSMUST00000111149
uc007dux.1	chr1	180117547	180182728	Pppde1	ENSMUST00000027783
uc011wxk.1	chr1	180117547	180182728	Pppde1	ENSMUST00000027783
uc007duy.1	chr1	180243458	180248680	AK046316	ENSMUST00000141846
uc007duz.1	chr1	180249283	180252824	Fam36a	ENSMUST00000027781
uc007dva.1	chr1	180252296	180254096	BC033430	ENSMUST00000159117
uc007dvb.2	chr1	180252296	180267915	Hnrnpu	ENSMUST00000161769
uc007dvc.2	chr1	180255467	180259121	AK049600	ENSMUST00000037748
uc011wxl.1	chr1	180258430	180267915	Hnrnpu	ENSMUST00000037748
uc007dve.1	chr1	180336011	180413380	Efcab2	ENSMUST00000027775
uc007dvf.1	chr1	180459255	180646631	Kif26b	ENSMUST00000161017
uc007dvh.2	chr1	180459255	180862988	Kif26b	ENSMUST00000161017
uc007dvi.1	chr1	180867240	180869330	BC023483	n/a
uc007dvj.1	chr1	180885169	181448134	Smyd3	ENSMUST00000128302
uc007dvk.1	chr1	181325454	181448134	Smyd3	ENSMUST00000111134
uc011wxm.1	chr1	181458186	181463853	Tfb2m	ENSMUST00000027769
uc007dvl.1	chr1	181458186	181476398	Tfb2m	ENSMUST00000027769
uc007dvm.1	chr1	181476659	181513067	Cnst	ENSMUST00000144370
uc007dvn.1	chr1	181476659	181532461	Cnst	ENSMUST00000153962
uc007dvo.1	chr1	181476659	181557604	Cnst	ENSMUST00000040706
uc007dvp.1	chr1	181598361	181617315	Sccpdh	ENSMUST00000040538
uc011wxn.1	chr1	181675034	181734146	Ahctf1	ENSMUST00000027768
uc007dvq.1	chr1	181676221	181684203	Ahctf1	ENSMUST00000151734
uc007dvs.2	chr1	181891219	182031403	Cdc42bpa	ENSMUST00000134959
uc007dvw.2	chr1	181891219	182095733	Cdc42bpa	ENSMUST00000111117
uc007dvu.2	chr1	181891219	182095733	Cdc42bpa	ENSMUST00000111117
uc007dvv.1	chr1	182041394	182046438	Cdc42bpa	ENSMUST00000143161
uc007dvx.2	chr1	182095368	182123616	Adck3	ENSMUST00000170472
uc007dvy.2	chr1	182095368	182126151	Adck3	ENSMUST00000027766
uc007dvz.2	chr1	182109013	182126151	Cabc1	ENSMUST00000027766
uc011wxo.1	chr1	182112192	182126151	Cabc1	ENSMUST00000027766
uc007dwa.2	chr1	182157134	182160175	Psen2	ENSMUST00000130711
uc007dwb.2	chr1	182157134	182175888	Psen2	ENSMUST00000111108
uc007dwc.2	chr1	182157134	182176046	Psen2	ENSMUST00000010753
uc007dwd.2	chr1	182157134	182186431	Psen2	ENSMUST00000111108
uc007dwe.1	chr1	182162654	182186431	Psen2	ENSMUST00000149590
uc007dwf.1	chr1	182257099	182260680	Gapdh	ENSMUST00000050581
uc007dwg.1	chr1	182260606	182353790	Itpkb	ENSMUST00000070181
uc007dwh.1	chr1	182364365	182413635	6330403A02Rik	ENSMUST00000136521
uc007dwi.1	chr1	182499105	182531385	Parp1	ENSMUST00000027777
uc007dwj.2	chr1	182571464	182604275	Bara	ENSMUST00000085804
uc007dwk.2	chr1	182571464	182605159	Lin9	ENSMUST00000085804
uc007dwl.2	chr1	182571464	182611757	Lin9	ENSMUST00000085804
uc007dwm.2	chr1	182571464	182620818	Lin9	ENSMUST00000085803
uc011wxp.1	chr1	182571464	182620818	Bara	ENSMUST00000085803
uc007dwn.1	chr1	182609632	182618998	Bara	ENSMUST00000085803
uc007dwo.1	chr1	182609632	182620818	Lin9	ENSMUST00000085803
uc007dwp.1	chr1	182623178	182627165	Mixl1	ENSMUST00000027778
uc007dwq.2	chr1	182656173	182684335	Acbd3	ENSMUST00000027780
uc007dwr.1	chr1	182732698	182743734	H3f3a	ENSMUST00000161308
uc007dws.1	chr1	182739878	182743734	H3f3b	ENSMUST00000159441
uc007dwt.1	chr1	182781281	182798245	BC031781	ENSMUST00000038091
uc007dwu.1	chr1	182823249	182829233	Lefty2	ENSMUST00000085797
uc007dwv.2	chr1	182834404	182838219	Pycr2	ENSMUST00000027802
uc007dww.1	chr1	182865169	182868532	Lefty1	ENSMUST00000037361
uc007dwx.1	chr1	182872648	182905235	Tmem63a	ENSMUST00000027800
uc007dwy.1	chr1	182874212	182905235	Tmem63a	ENSMUST00000161523
uc007dwz.1	chr1	182919686	182947626	Ephx1	ENSMUST00000036928
uc011wxq.1	chr1	182919686	182947626	Ephx1	ENSMUST00000111068
uc007dxa.1	chr1	182981367	182990798	9130409I23Rik	ENSMUST00000036819
uc007dxb.1	chr1	183023553	183074288	Nvl	ENSMUST00000027797
uc007dxc.1	chr1	183026112	183035302	Nvl	ENSMUST00000027797
uc007dxd.1	chr1	183060868	183074288	Nvl	ENSMUST00000027797
uc007dxe.2	chr1	183081061	183099125	Cnih4	ENSMUST00000134115
uc011wxr.1	chr1	183081061	183099125	Cnih4	ENSMUST00000111059
uc007dxf.2	chr1	183103356	183142109	Wdr26	ENSMUST00000111053
uc007dxg.2	chr1	183128977	183142109	Wdr26	ENSMUST00000111053
uc007dxh.2	chr1	183282758	183390772	Cnih3	ENSMUST00000027795
uc007dxi.2	chr1	183282758	183390772	Cnih3	ENSMUST00000027795
uc011wxs.1	chr1	183282758	183390772	Cnih3	ENSMUST00000027795
uc011wxt.1	chr1	183439763	183441582	Ccdc121	ENSMUST00000058825
uc007dxj.1	chr1	183583509	183608139	AK139544	n/a
uc007dxk.1	chr1	183669118	183685575	Dnahc14	ENSMUST00000097446
uc007dxl.1	chr1	183671166	183699805	Dnahc14	ENSMUST00000160345
uc007dxm.1	chr1	183743588	183745905	AK133142	n/a
uc007dxn.2	chr1	183745445	183750183	Lbr	ENSMUST00000005003
uc007dxo.2	chr1	183745445	183772532	Lbr	ENSMUST00000005003
uc007dxp.1	chr1	183834575	183950111	Enah	ENSMUST00000111030
uc007dxq.1	chr1	183834575	183950111	Enah	ENSMUST00000078719
uc007dxr.1	chr1	183834575	183950111	Enah	ENSMUST00000111024
uc007dxs.1	chr1	183834575	183950111	Enah	ENSMUST00000111024
uc007dxt.1	chr1	183886241	183950111	Enah	ENSMUST00000111025
uc007dxu.2	chr1	184054867	184062546	Srp9	ENSMUST00000027792
uc007dxv.2	chr1	184054867	184062546	Srp9	ENSMUST00000027792
uc011wxu.1	chr1	184087308	184088229	Vmn1r1	ENSMUST00000169123
uc007dxw.1	chr1	184205900	184212890	Degs1	ENSMUST00000035295
uc007dxx.1	chr1	184208627	184212890	Degs1	ENSMUST00000132551
uc007dxy.1	chr1	184218245	184233378	AK047804	n/a
uc007dxz.2	chr1	184230964	184233420	1700047M11Rik	n/a
uc007dya.1	chr1	184243232	184248518	Fbxo28	ENSMUST00000051431
uc007dyb.1	chr1	184243232	184271737	Fbxo28	ENSMUST00000051431
uc007dyc.1	chr1	184339297	184392567	Trp53bp2	ENSMUST00000117245
uc007dyd.1	chr1	184372206	184392567	Trp53bp2	ENSMUST00000117245
uc007dye.2	chr1	184397389	184447614	Capn2	ENSMUST00000068505
uc007dyf.1	chr1	184414030	184422692	calp80	ENSMUST00000068505
uc007dyg.1	chr1	184414311	184422604	AK039110	ENSMUST00000139175
uc007dyh.2	chr1	184495137	184536657	Capn8	ENSMUST00000168514
uc007dyi.2	chr1	184495137	184562483	Capn8	ENSMUST00000048941
uc011wxv.1	chr1	184495137	184562483	Capn8	ENSMUST00000048941
uc007dyj.1	chr1	184677256	184679311	4922505E12Rik	ENSMUST00000060041
uc007dyk.1	chr1	184695036	184825785	Susd4	ENSMUST00000085724
uc007dyl.1	chr1	184884918	184906175	Tlr5	ENSMUST00000110997
uc011wxw.1	chr1	185856910	185857877	1700056E22Rik	ENSMUST00000050306
uc007dym.1	chr1	185858339	185899515	Dusp10	ENSMUST00000048655
uc007dyn.2	chr1	186551023	186556372	Hlx	ENSMUST00000048572
uc007dyo.1	chr1	186610645	186635192	Mosc1	ENSMUST00000110992
uc007dyp.1	chr1	186610645	186635192	Mosc1	ENSMUST00000110992
uc007dyq.1	chr1	186636946	186669726	Mosc2	ENSMUST00000068725
uc011wxx.1	chr1	186646285	186646367	Mir1981	ENSMUST00000157934
uc007dyr.1	chr1	186652818	186669726	Mosc2	ENSMUST00000160982
uc007dys.1	chr1	186695804	186706915	C130074G19Rik	ENSMUST00000048308
uc007dyt.2	chr1	186720302	186823428	Mark1	ENSMUST00000027929
uc011wxy.1	chr1	186720302	186823428	Mark1	ENSMUST00000027929
uc007dyu.2	chr1	187028046	187110625	Rab3gap2	ENSMUST00000069652
uc011wxz.1	chr1	187066804	187066922	Snora36b	ENSMUST00000104383
uc007dyv.2	chr1	187070514	187110625	Rab3gap2	ENSMUST00000069652
uc007dyw.2	chr1	187071690	187110625	Rab3gap2	ENSMUST00000069652
uc007dyx.1	chr1	187090911	187110623	Rab3gap2	ENSMUST00000069652
uc007dyy.1	chr1	187110540	187112161	Iars2	ENSMUST00000131770
uc007dyz.1	chr1	187110540	187153280	Iars2	ENSMUST00000027921
uc007dza.1	chr1	187118916	187146981	Iars2	ENSMUST00000110975
uc011wya.1	chr1	187136065	187137682	AK008306	ENSMUST00000083628
uc011wyb.1	chr1	187137197	187137264	Mir194-1	ENSMUST00000083647
uc011wyc.1	chr1	187137459	187137570	Mir215	ENSMUST00000083628
uc007dzb.1	chr1	187145061	187153280	Iars2	ENSMUST00000153211
uc007dzc.1	chr1	187156037	187181648	Bpnt1	ENSMUST00000027916
uc007dzd.1	chr1	187156037	187181648	Bpnt1	ENSMUST00000027916
uc007dze.1	chr1	187186973	187225547	Eprs	ENSMUST00000046514
uc007dzf.1	chr1	187186973	187233630	Eprs	ENSMUST00000046514
uc007dzg.1	chr1	187186973	187252234	Eprs	ENSMUST00000046514
uc007dzh.1	chr1	187191409	187198329	Eprs	ENSMUST00000166423
uc007dzi.1	chr1	187253235	187265698	9630028B13Rik	ENSMUST00000143787
uc007dzj.1	chr1	187270994	187279447	AK138296	ENSMUST00000133360
uc007dzk.1	chr1	187278726	187292640	Slc30a10	ENSMUST00000061093
uc007dzl.1	chr1	187278726	187292640	Slc30a10	ENSMUST00000061093
uc011wyd.1	chr1	187321184	187321893	5033404E19Rik	n/a
uc007dzm.2	chr1	187911610	187941189	Lyplal1	ENSMUST00000045388
uc007dzn.1	chr1	188335760	188382560	AK042551	n/a
uc007dzo.2	chr1	188447064	188529871	Tgfb2	ENSMUST00000045288
uc007dzp.2	chr1	188447064	188529871	Tgfb2	ENSMUST00000045288
uc007dzq.1	chr1	188544964	188573237	Rrp15	ENSMUST00000001339
uc007dzr.1	chr1	188573274	188576800	AK020767	ENSMUST00000170818
uc007dzs.1	chr1	188791294	188794506	D1Pas1	ENSMUST00000045108
uc007dzt.2	chr1	188872285	189039325	Spata17	ENSMUST00000027908
uc007dzu.1	chr1	188949016	188951731	AK005744	ENSMUST00000160380
uc007dzv.1	chr1	188959171	188966963	Spata17	ENSMUST00000161133
uc007dzw.2	chr1	188959171	189039325	Spata17	ENSMUST00000110945
uc007dzx.2	chr1	189039389	189058218	Gpatch2	ENSMUST00000044812
uc007dzy.2	chr1	189039389	189175308	Gpatch2	ENSMUST00000065573
uc011wye.1	chr1	189039389	189175308	Gpatch2	ENSMUST00000065573
uc011wyf.1	chr1	189039389	189175308	Gpatch2	ENSMUST00000065573
uc007dzz.1	chr1	189168851	189201348	BC072557	n/a
uc007eaa.1	chr1	189432907	190038763	Esrrg	ENSMUST00000027906
uc007eab.1	chr1	189821737	190038763	Esrrg	ENSMUST00000027906
uc011wyg.1	chr1	189821737	190038763	Esrrg	ENSMUST00000110938
uc007eac.1	chr1	189830454	189832869	AK084554	n/a
uc007ead.1	chr1	190085901	190181399	Ush2a	ENSMUST00000142189
uc007eae.1	chr1	190085901	190276280	Ush2A	ENSMUST00000124358
uc007eaf.1	chr1	190086716	190788918	Ush2a	ENSMUST00000027905
uc007eag.1	chr1	190361576	190502566	Ush2A	ENSMUST00000142159
uc007eah.1	chr1	190781146	190788918	Ush2a	ENSMUST00000027905
uc007eai.1	chr1	190794976	190831719	Kctd3	ENSMUST00000085678
